dong_xe,gia,hang,hop_so,kieu_dang,km_da_di,nam_sx,nhien_lieu,so_cho_ngoi,tinh_trang,xuat_xu
2,375.000.000,Mazda,Tự động,Sedan,90000,2016,Xăng,5,Đã sử dụng,Hàn Quốc
Grand i10,288.000.000,Hyundai,Tự động,Hatchback,686868,2015,Xăng,5,Đã sử dụng,Ấn Độ
Grand i10,295.000.000,Hyundai,Tự động,Hatchback,90000,2015,Xăng,5,Đã sử dụng,Ấn Độ
Accent,435.000.000,Hyundai,Số sàn,Sedan,19000,2020,Xăng,5,Đã sử dụng,Việt Nam
3,355.000.000,Mazda,Tự động,Sedan,89569,2011,Xăng,5,Đã sử dụng,Đài Loan
Everest,296.000.000,Ford,Số sàn,SUV / Cross over,15000,2009,Dầu,7,Đã sử dụng,
Duster,372.000.000,Renault,Tự động,SUV / Cross over,85000,2016,Xăng,5,Đã sử dụng,Nước khác
Transit,505.000.000,Ford,Số sàn,Minivan (MPV),59000,2018,Dầu,6,Đã sử dụng,Việt Nam
Innova,540.000.000,Toyota,Số sàn,Minivan (MPV),124000,2018,Xăng,8,Đã sử dụng,Việt Nam
Vios,345.000.000,Toyota,Số sàn,Sedan,68000,2017,Xăng,5,Đã sử dụng,Nhật Bản
Everest,1.128.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
Everest,1.022.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
Matiz,55.000.000,Daewoo,Số sàn,,50000,2003,Xăng,,Đã sử dụng,
Sedona,930.000.000,Kia,Tự động,,52000,2019,,,Đã sử dụng,
Innova,226.000.000,Toyota,Số sàn,Minivan (MPV),160286,2007,Xăng,8,Đã sử dụng,Việt Nam
Camry,1.140.000.000,Toyota,Tự động,Sedan,20000,2019,Xăng,4,Đã sử dụng,Thái Lan
6,865.000.000,Mazda,Tự động,Sedan,13000,2020,Xăng,5,Đã sử dụng,Việt Nam
3,578.000.000,Mazda,Tự động,Sedan,3100,2019,Xăng,5,Đã sử dụng,Việt Nam
Ranger,890.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Fortuner,428.000.000,Toyota,Tự động,SUV / Cross over,134143,2010,Xăng,7,Đã sử dụng,Thái Lan
CX 5,695.000.000,Mazda,Tự động,SUV / Cross over,38000,2017,Xăng,5,Đã sử dụng,Việt Nam
Fortuner,1.195.000.000,Toyota,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Camry,615.000.000,Toyota,Tự động,Sedan,89569,2010,Xăng,4,Đã sử dụng,Mỹ
E Class,770.000.000,Mercedes Benz,Tự động,Sedan,70000,2013,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,26.860.000,Hyundai,Số sàn,Sedan,3000,2019,Xăng,5,Đã sử dụng,Việt Nam
Xpander,630.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,,7,Mới,
Spark,90.000.000,Chevrolet,Số sàn,,,2010,Xăng,,Đã sử dụng,
Morning,143.000.000,Kia,Số sàn,Hatchback,169,2008,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,305.000.000,Hyundai,Số sàn,Sedan,30000,2018,Xăng,5,Đã sử dụng,Việt Nam
XL 7,540.000.000,Suzuki,Tự động,SUV / Cross over,35000,2020,Xăng,5,Đã sử dụng,Nước khác
Focus,639.000.000,Ford,Tự động,Sedan,37000,2018,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,560.000.000,Hyundai,Tự động,SUV / Cross over,11000,2009,Dầu,7,Đã sử dụng,
C Class,1.218.000.000,Mercedes Benz,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,619.000.000,MG,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
City,385.000.000,Honda,Tự động,Sedan,56000,2014,Xăng,5,Đã sử dụng,Việt Nam
Citivan,129.000.000,Daihatsu,Số sàn,SUV / Cross over,100000,2001,Xăng,7,Đã sử dụng,Việt Nam
Cerato,619.000.000,Kia,Tự động,Sedan,20000,2020,Xăng,5,Đã sử dụng,
Ranger,890.000.000,Ford,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Việt Nam
Morning,235.000.000,Kia,Số sàn,Hatchback,40000,2016,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.189.000.000,Mercedes Benz,Tự động,Sedan,48000,2019,Động cơ Hybrid,5,Đã sử dụng,Đức
HR-V,735.000.000,Honda,Tự động,SUV / Cross over,38379,2019,Xăng,5,Đã sử dụng,Thái Lan
Discovery,2.100.000.000,LandRover,Tự động,SUV / Cross over,50000,2017,Xăng,7,Đã sử dụng,Nước khác
Citivan,56.000.000,Daihatsu,Số sàn,Minivan (MPV),235625,2000,Xăng,5,Đã sử dụng,Việt Nam
3,765.000.000,Mazda,Tự động,Sedan,16000,2020,Xăng,5,Đã sử dụng,Việt Nam
,495.000.000,Toyota,Số sàn,SUV / Cross over,700000,2017,Xăng,8,Đã sử dụng,Việt Nam
Carnival,185.000.000,Kia,Số sàn,Minivan (MPV),86528,2006,Xăng,9,Đã sử dụng,Hàn Quốc
Kona,581.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
EcoSport,568.000.000,Ford,Tự động,SUV / Cross over,11000,2020,Xăng,5,Đã sử dụng,
Morning,258.000.000,Kia,Tự động,Hatchback,81000,2015,Xăng,5,Đã sử dụng,Việt Nam
Sorento,999.000.000,Kia,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Dòng khác,7.500.000,Hãng khác,Tự động,,,2008,,,Đã sử dụng,
Grand i10,359.000.000,Hyundai,Tự động,Sedan,32000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,193.000.000,Hyundai,Số sàn,Hatchback,50000,2014,Xăng,5,Đã sử dụng,Ấn Độ
Corolla Cross,910.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Nước khác
Lux,200.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Camry,395.000.000,Toyota,Tự động,Sedan,146,2007,Xăng,5,Đã sử dụng,Việt Nam
Vios,265.000.000,Toyota,Số sàn,Sedan,83000,2013,,5,Đã sử dụng,
Xpander,455.000.000,Mitsubishi,Số sàn,Sedan,33000,2020,Xăng,7,Đã sử dụng,Nhật Bản
City,510.000.000,Honda,Tự động,Sedan,26000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,328.000.000,Hyundai,Số sàn,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Rio,190.000.000,Kia,Số sàn,Sedan,140000,2008,Xăng,5,Đã sử dụng,Hàn Quốc
CX 5,785.000.000,Mazda,Tự động,SUV / Cross over,4,2018,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,420.000.000,BMW,Tự động,,78000,2011,Xăng,5,Đã sử dụng,Đức
Morning,130.000.000,Kia,Tự động,Hatchback,20000,2004,Xăng,5,Đã sử dụng,Hàn Quốc
Morning,285.000.000,Kia,Số sàn,Hatchback,8000,2016,Xăng,5,Đã sử dụng,
Zace,139.000.000,Toyota,Số sàn,SUV / Cross over,123456,2002,Xăng,8,Đã sử dụng,
Xpander,555.000.000,Mitsubishi,Số sàn,Minivan (MPV),,2021,Xăng,7,Mới,Nhật Bản
Fortuner,775.000.000,Toyota,Số sàn,SUV / Cross over,76000,2017,Dầu,7,Đã sử dụng,Nước khác
Everest,308.000.000,Ford,Số sàn,SUV / Cross over,64000,2006,Dầu,7,Đã sử dụng,Mỹ
EcoSport,369.000.000,Ford,Tự động,SUV / Cross over,62000,2014,Xăng,5,Đã sử dụng,
Orlando,430.000.000,Chevrolet,Số sàn,Minivan (MPV),62000,2017,Xăng,7,Đã sử dụng,Hàn Quốc
Ranger,799.000.000,Ford,Tự động,,600,2021,,5,Đã sử dụng,Thái Lan
Colorado,550.000.000,Chevrolet,Tự động,Pick-up (bán tải),61000,2016,Dầu,5,Đã sử dụng,Thái Lan
Spark,115.000.000,Chevrolet,Số sàn,Van,85000,2015,Xăng,2,Đã sử dụng,Việt Nam
Civic,789.000.000,Honda,Tự động,Sedan,,2020,Xăng,5,Mới,Nhật Bản
Fortuner,785.000.000,Toyota,Số sàn,SUV / Cross over,65123,2017,Dầu,7,Đã sử dụng,Nước khác
Getz,155.000.000,Hyundai,Số sàn,Hatchback,100,2010,Xăng,5,Đã sử dụng,Hàn Quốc
Rush,533.000.000,Toyota,Tự động,Minivan (MPV),93000,2018,Xăng,7,Đã sử dụng,Việt Nam
Corolla Altis,140.000.000,Toyota,Số sàn,Sedan,1000000,2003,Xăng,5,Đã sử dụng,Nhật Bản
K3,659.000.000,Kia,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Vios,345.000.000,Toyota,Số sàn,Sedan,83000,2017,Xăng,5,Đã sử dụng,
323,150.000.000,Mazda,Số sàn,Sedan,100000,2004,Xăng,5,Đã sử dụng,
C Class,1.299.000.000,Mercedes Benz,Tự động,Sedan,33000,2019,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,333.000.000,Hyundai,Số sàn,Sedan,,2021,Xăng,5,Mới,Việt Nam
Sorento,1.289.000.000,Kia,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Việt Nam
Jolie,94.000.000,Mitsubishi,Số sàn,SUV / Cross over,150000,2002,Xăng,8,Đã sử dụng,Việt Nam
Forte,288.000.000,Kia,Tự động,Sedan,9000,2009,Xăng,5,Đã sử dụng,Hàn Quốc
Grand i10,175.000.000,Hyundai,Số sàn,Hatchback,150000,2015,Xăng,5,Đã sử dụng,Ấn Độ
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
C Class,1.499.000.000,Mercedes Benz,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Fortuner,1.010.000.000,Toyota,Tự động,SUV / Cross over,16500,2020,Dầu,7,Đã sử dụng,Việt Nam
Cayenne,5.300.000.000,Porsche,Tự động,SUV / Cross over,25000,2018,Xăng,5,Đã sử dụng,Đức
Morning,185.000.000,Kia,Tự động,Hatchback,120000,2009,Xăng,5,Đã sử dụng,Hàn Quốc
Picanto,263.000.000,Kia,Tự động,Hatchback,53,2014,Xăng,5,Đã sử dụng,Việt Nam
Elantra,435.000.000,Hyundai,Tự động,Sedan,70000,2013,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,550.000.000,Toyota,Số sàn,Minivan (MPV),35000,2017,Xăng,8,Đã sử dụng,Việt Nam
Vios,438.000.000,Toyota,Tự động,Sedan,40000,2017,Xăng,5,Đã sử dụng,Việt Nam
Pajero Sport,888.000.000,Mitsubishi,Tự động,SUV / Cross over,50000,2019,Xăng,7,Đã sử dụng,Nước khác
Corolla Cross,720.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Sprinter,105.000.000,Mercedes Benz,Số sàn,Kiểu dáng khác,500000,2005,Dầu,7,Đã sử dụng,
Dòng khác,115.000.000,Hãng khác,Số sàn,Coupe (2 cửa),,2010,Dầu,2,Mới,Việt Nam
Avante,272.000.000,Hyundai,Tự động,Sedan,11000,2015,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,605.000.000,Toyota,Số sàn,Minivan (MPV),20000,2019,Xăng,8,Đã sử dụng,Việt Nam
City,510.000.000,Honda,Tự động,Sedan,32000,2019,Xăng,5,Đã sử dụng,
Innova,667.000.000,Toyota,Số sàn,Minivan (MPV),17000,2020,Xăng,5,Đã sử dụng,Việt Nam
Fadil,312.500.000,Vinfast,Tự động,,,2021,,,Mới,
Corolla Altis,415.000.000,Toyota,Tự động,Sedan,115,2010,Xăng,5,Đã sử dụng,Việt Nam
City,499.000.000,Honda,Tự động,Sedan,50000,2019,Xăng,5,Đã sử dụng,Việt Nam
Jolie,105.000.000,Mitsubishi,Số sàn,SUV / Cross over,178000,2002,Xăng,8,Đã sử dụng,Việt Nam
Range Rover,980.000.000,LandRover,Tự động,SUV / Cross over,90000,2010,Xăng,8,Đã sử dụng,Nước khác
Spark,169.000.000,Chevrolet,Số sàn,Hatchback,50,2017,Xăng,2,Đã sử dụng,Việt Nam
Everest,1.010.000.000,Ford,Tự động,SUV / Cross over,,2021,,7,Mới,Thái Lan
Innova,485.000.000,Toyota,Số sàn,Minivan (MPV),55000,2016,Xăng,8,Đã sử dụng,Việt Nam
E Class,1.839.000.000,Mercedes Benz,Tự động,Sedan,6600,2020,Xăng,5,Đã sử dụng,Việt Nam
Santa Fe,1.340.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Hàn Quốc
Innova,210.000.000,Toyota,Số sàn,Minivan (MPV),140,2006,Xăng,8,Đã sử dụng,Nhật Bản
Xpander,525.000.000,Mitsubishi,Số sàn,Minivan (MPV),,2021,Xăng,7,Mới,Nhật Bản
3,468.000,Mazda,Tự động,Sedan,79000,2016,Xăng,5,Đã sử dụng,Việt Nam
F PACE,2.400.000.000,Jaguar,Tự động,SUV / Cross over,7500,2020,,5,Đã sử dụng,Nước khác
Tucson,764.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Hàn Quốc
Attrage,356.000.000,Mitsubishi,Số sàn,,,2021,Xăng,5,Mới,
323,99.000.000,Mazda,Số sàn,Sedan,135648,2002,,5,Đã sử dụng,Việt Nam
Morning,235.000.000,Kia,Số sàn,Hatchback,110000,2016,Xăng,5,Đã sử dụng,Việt Nam
MPV,95.000.000,Mazda,Số sàn,,,1990,Xăng,7,Đã sử dụng,Nhật Bản
Innova,600.000.000,Toyota,Tự động,Minivan (MPV),38685,2018,Xăng,8,Đã sử dụng,Việt Nam
Tucson,829.000.000,Hyundai,Bán tự động,SUV / Cross over,30000,2019,Xăng,5,Đã sử dụng,Việt Nam
Spark,225.000.000,Chevrolet,Số sàn,Hatchback,100000,2018,Xăng,5,Đã sử dụng,Việt Nam
Azera,37.000.000,Hyundai,Số sàn,Sedan,99,1992,Xăng,5,Đã sử dụng,Hàn Quốc
Innova,186.000.000,Toyota,Số sàn,Minivan (MPV),58,2008,Xăng,8,Đã sử dụng,Nhật Bản
Fortuner,539.000.000,Toyota,Số sàn,SUV / Cross over,128000,2013,Dầu,7,Đã sử dụng,
Lacetti,135.000.000,Daewoo,Số sàn,Hatchback,145638,2009,Xăng,5,Đã sử dụng,Việt Nam
Xpander Cross,670.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nước khác
Dòng khác,465.000.000,Hãng khác,Số sàn,Kiểu dáng khác,17000,2014,Dầu,Khác,Đã sử dụng,Trung Quốc
Solati,898.000.000,Hyundai,Số sàn,SUV / Cross over,32000,2019,Dầu,16,Đã sử dụng,
A5,820.000.000,Audi,Tự động,Sedan,71000,2012,Xăng,5,Đã sử dụng,Đức
Innova,598.000.000,Toyota,Số sàn,Minivan (MPV),45000,2019,Xăng,8,Đã sử dụng,Việt Nam
Vios,273.000.000,Toyota,Số sàn,Sedan,76000,2016,Xăng,5,Đã sử dụng,Việt Nam
RX,1.150.000.000,Lexus,Tự động,SUV / Cross over,78000,2010,Động cơ Hybrid,8,Đã sử dụng,Nhật Bản
Ranger,165.000.000,Ford,Số sàn,Pick-up (bán tải),200000,2003,Dầu,5,Đã sử dụng,Mỹ
Kona,629.000.000,Hyundai,Tự động,SUV / Cross over,28000,2019,Xăng,5,Đã sử dụng,Việt Nam
Jolie,135.000.000,Mitsubishi,Số sàn,SUV / Cross over,1000000,2005,Xăng,8,Đã sử dụng,
Vios,145.000.000,Toyota,Số sàn,Sedan,169000,2004,Xăng,5,Đã sử dụng,Việt Nam
Q2,1.249.000.000,Audi,Tự động,SUV / Cross over,31000,2017,Xăng,5,Đã sử dụng,Đức
GLC Class,1.575.000.000,Mercedes Benz,Tự động,SUV / Cross over,70000,2017,Xăng,5,Đã sử dụng,
BT 50,465.000.000,Mazda,Số sàn,Pick-up (bán tải),76000,2014,Dầu,5,Đã sử dụng,Thái Lan
Laser,130.000.000,Ford,Số sàn,Sedan,250000,2002,Xăng,5,Đã sử dụng,Nước khác
A Class,135.000.000,Mercedes Benz,Số sàn,Sedan,99999,2002,Xăng,5,Đã sử dụng,Mỹ
Spark,235.000.000,Chevrolet,Số sàn,Hatchback,46000,2018,Xăng,5,Đã sử dụng,Việt Nam
Lux,881.000.000,Vinfast,Tự động,Sedan,,2021,Xăng,5,Mới,Việt Nam
Wigo,289.000.000,Toyota,Số sàn,Hatchback,28000,2019,Xăng,5,Đã sử dụng,Nước khác
HR-V,655.000.000,Honda,Tự động,SUV / Cross over,36000,2018,Xăng,5,Đã sử dụng,Thái Lan
Attrage,338.000.000,Mitsubishi,Số sàn,Sedan,12000,2020,Xăng,5,Đã sử dụng,Nước khác
Civic,789.000.000,Honda,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
3 Series,1.180.000.000,BMW,Tự động,Sedan,25000,2018,Xăng,4,Đã sử dụng,
Tucson,799.000.000,Hyundai,Tự động,SUV / Cross over,23000,2018,Xăng,5,Đã sử dụng,Việt Nam
Carens,320.000.000,Kia,Tự động,Minivan (MPV),106000,2011,Xăng,7,Đã sử dụng,Hàn Quốc
Civic,714.600.000,Honda,Tự động,,,2021,,,Mới,
Swift,330.000.000,Suzuki,Tự động,Hatchback,4222,2013,Xăng,5,Đã sử dụng,Nhật Bản
Innova,675.000.000,Toyota,Tự động,Minivan (MPV),59740,2018,Xăng,7,Đã sử dụng,Việt Nam
BT 50,621.000.000,Mazda,Tự động,Pick-up (bán tải),,2021,Xăng,4,Mới,Thái Lan
Rush,605.000.000,Toyota,Tự động,Minivan (MPV),4500,2021,Xăng,7,Đã sử dụng,Nước khác
Elantra,480.000.000,Hyundai,Tự động,Sedan,50000,2017,Xăng,5,Đã sử dụng,Việt Nam
Vios,490.000.000,Toyota,Tự động,Sedan,23000,2019,Xăng,5,Đã sử dụng,Việt Nam
Corona,38.000.000,Toyota,Số sàn,,999,1986,Xăng,,Đã sử dụng,Nhật Bản
Brio,450.000.000,Honda,Tự động,Hatchback,,2021,Xăng,5,Mới,Nước khác
Santa Fe,625.000.000,Hyundai,Tự động,SUV / Cross over,72000,2010,Dầu,7,Đã sử dụng,Hàn Quốc
Tucson,840.000.000,Hyundai,Tự động,SUV / Cross over,4000,2020,Xăng,5,Đã sử dụng,Việt Nam
Accent,383.000.000,Hyundai,Số sàn,Sedan,,2010,Xăng,5,Đã sử dụng,Việt Nam
Dòng khác,333.000.000,Hyundai,Tự động,Kiểu dáng khác,,2021,Xăng,5,Mới,Việt Nam
Fortuner,675.000.000,Toyota,Tự động,SUV / Cross over,52000,2016,Xăng,7,Đã sử dụng,Việt Nam
Nubira,95.000.000,Daewoo,Số sàn,Hatchback,68,2002,Xăng,5,Đã sử dụng,Hàn Quốc
3,610.000.000,Mazda,Tự động,,20000,2019,,,Đã sử dụng,
Grand i10,300.000.000,Hyundai,Tự động,Sedan,50000,2018,Xăng,5,Đã sử dụng,
Grand i10,332.000.000,Hyundai,Tự động,Hatchback,,2021,,5,Mới,Hàn Quốc
Transit,295.000.000,Ford,Số sàn,Van,115000,2013,Dầu,7,Đã sử dụng,Việt Nam
Innova,195.000.000,Toyota,Số sàn,Minivan (MPV),1,2011,Xăng,8,Đã sử dụng,Nhật Bản
Everest,1.112.000.000,Ford,Tự động,SUV / Cross over,,2021,Dầu,7,Mới,Thái Lan
6,826.000.000,Mazda,Tự động,Sedan,14600,2019,Xăng,5,Đã sử dụng,Việt Nam
Hiace,35.000.000,Toyota,Tự động,SUV / Cross over,74000,1996,Xăng,7,Đã sử dụng,Nhật Bản
Wigo,385.000.000,Toyota,Tự động,Hatchback,,2021,Xăng,5,Mới,Việt Nam
Accent,335.000.000,Hyundai,Số sàn,Sedan,80115,2015,Xăng,5,Đã sử dụng,Hàn Quốc
Lux,250.000.000,Vinfast,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Zace,175.000.000,Toyota,Số sàn,SUV / Cross over,80000,2005,Xăng,7,Đã sử dụng,Nhật Bản
Xpander,526.000.000,Mitsubishi,Tự động,Minivan (MPV),,2021,Xăng,7,Mới,Nhật Bản
5 Series,500.000.000,BMW,Tự động,Sedan,156000,2009,Xăng,4,Đã sử dụng,Đức
Lacetti,93.000.000,Daewoo,Số sàn,Sedan,6789,2004,Xăng,5,Đã sử dụng,
Dòng khác,65.000.000,Hãng khác,Số sàn,Pick-up (bán tải),100000,2005,Dầu,5,Đã sử dụng,Trung Quốc
Corolla Cross,828.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Sienna,4.199.000.000,Toyota,Tự động,,1,2021,,,Đã sử dụng,
Triton,335.000.000,Mitsubishi,Tự động,Pick-up (bán tải),789,2011,Xăng,5,Đã sử dụng,Thái Lan
Vios,335.000,Toyota,Tự động,Sedan,11000,2012,Xăng,5,Đã sử dụng,Nhật Bản
EcoSport,479.000.000,Ford,Tự động,SUV / Cross over,52000,2018,Xăng,5,Đã sử dụng,Việt Nam
Xpander,530.000.000,Mitsubishi,Tự động,Minivan (MPV),39000,2020,Xăng,5,Đã sử dụng,Nước khác
Ranger,498.000.000,Ford,Số sàn,Pick-up (bán tải),76000,2017,Dầu,5,Đã sử dụng,Thái Lan
Orlando,310.000.000,Chevrolet,Tự động,Minivan (MPV),117222,2012,Xăng,7,Đã sử dụng,Việt Nam
Rondo,435.000.000,Kia,Số sàn,Minivan (MPV),62000,2018,Xăng,7,Đã sử dụng,Việt Nam
Innova,545.000.000,Toyota,Số sàn,Minivan (MPV),55000,2019,Xăng,8,Đã sử dụng,Việt Nam
Spark,85.000.000,Chevrolet,Số sàn,Hatchback,100,2009,Xăng,5,Đã sử dụng,
CR V,419.000.000,Honda,Tự động,SUV / Cross over,86000,2010,Xăng,5,Đã sử dụng,Việt Nam
Sedona,795.000.000,Kia,Tự động,SUV / Cross over,80000,2017,Dầu,7,Đã sử dụng,Việt Nam
Innova,235.000.000,Toyota,Số sàn,Minivan (MPV),12000,2007,Xăng,8,Đã sử dụng,Việt Nam
Fortuner,1.015.000.000,Toyota,Tự động,SUV / Cross over,25000,2020,Dầu,5,Đã sử dụng,Việt Nam
3,755.000.000,Mazda,Tự động,Sedan,4000,2021,Xăng,5,Đã sử dụng,Việt Nam
Grand i10,234.567.000,Hyundai,Số sàn,Sedan,65,2017,Xăng,5,Đã sử dụng,Việt Nam
Sorento,715.000.000,Kia,Tự động,SUV / Cross over,50000,2015,Dầu,5,Đã sử dụng,
Tucson,485.000.000,Hyundai,Tự động,SUV / Cross over,60,2011,Xăng,5,Đã sử dụng,Hàn Quốc
Triton,885.000.000,Mitsubishi,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
Xpander,598.000.000,Mitsubishi,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Nước khác
Santa Fe,1.000.000.000,Hyundai,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Hàn Quốc
C Class,1.439.000.000,Mercedes Benz,Tự động,Sedan,20000,2019,Xăng,5,Đã sử dụng,
Soluto,379.000.000,Kia,Tự động,Sedan,35000,2019,Xăng,5,Đã sử dụng,Việt Nam
Morning,228.000.000,Kia,Tự động,Hatchback,60000,2013,Xăng,2,Đã sử dụng,
Focus,389.000.000,Ford,Tự động,Sedan,65000,2015,Xăng,5,Đã sử dụng,Việt Nam
Corolla Cross,820.000.000,Toyota,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Thái Lan
Focus,455.000.000,Ford,Tự động,Hatchback,88000,2015,Xăng,5,Đã sử dụng,Việt Nam
Transit,88.000.000,Ford,Số sàn,Van,150000,2007,Dầu,7,Đã sử dụng,Việt Nam
Navara,90.000.000,Nissan,Tự động,Pick-up (bán tải),,2021,Dầu,5,Mới,Thái Lan
CX 5,809.000.000,Mazda,Tự động,SUV / Cross over,,2021,Xăng,5,Mới,Việt Nam
X Terra,875.000.000,Nissan,Tự động,SUV / Cross over,35000,2019,Xăng,7,Đã sử dụng,Thái Lan
Venza,585.000.000,Toyota,Tự động,SUV / Cross over,55000,2009,Xăng,5,Đã sử dụng,Mỹ
Camry,385.000.000,Toyota,Tự động,Sedan,71000,2007,Xăng,5,Đã sử dụng,Việt Nam
C Class,1.240.000.000,Mercedes Benz,Tự động,Sedan,50000,2016,Xăng,5,Đã sử dụng,Việt Nam
Ranger,439.000.000,Ford,Tự động,Pick-up (bán tải),126000,2014,Dầu,5,Đã sử dụng,Việt Nam
Ranger,536.000.000,Ford,Tự động,Pick-up (bán tải),80000,2016,Dầu,5,Đã sử dụng,Thái Lan
Fortuner,585.000.000,Toyota,Tự động,SUV / Cross over,80123,2015,Xăng,7,Đã sử dụng,Việt Nam
Explorer,1.499.000.000,Ford,Tự động,SUV / Cross over,37000,2016,Xăng,8,Đã sử dụng,Mỹ
Vios,310.000.000,Toyota,Số sàn,Sedan,68000,2017,Xăng,5,Đã sử dụng,
CX 5,680.000.000,Mazda,Tự động,SUV / Cross over,60000,2017,Xăng,5,Đã sử dụng,
Xpander,515.000.000,Mitsubishi,Tự động,SUV / Cross over,28000,2019,Xăng,7,Đã sử dụng,Nước khác
Corolla Altis,179.000.000,Toyota,Số sàn,Sedan,1,2002,Xăng,5,Đã sử dụng,Việt Nam
S Class,4.299.000.000,Mercedes Benz,Tự động,Sedan,,2020,Xăng,5,Mới,Việt Nam
Carens,215.000.000,Kia,Số sàn,Minivan (MPV),130000,2009,Xăng,7,Đã sử dụng,Việt Nam
Camry,1.235.000.000,Toyota,Tự động,Sedan,,2021,Xăng,5,Mới,Thái Lan
Solati,250.000.000,Hyundai,Số sàn,Van,,2020,Dầu,7,Mới,Hàn Quốc
Lux,130.000.000,Vinfast,Tự động,SUV / Cross over,,2021,Xăng,7,Mới,Việt Nam
Jazz,235.000.000,Honda,Tự động,Hatchback,109000,2007,Xăng,5,Đã sử dụng,Nhật Bản
